,price,name,industry,pe_ratio,pe_ratio_lyr,pb_ratio,market_cap,circulating_market_cap,roe_ttm,ROAEBITTTM,debt_to_asset_ratio,debt_to_equity_ratio,MLEV,long_debt_to_working_capital_ratio,fixed_asset_ratio,intangible_asset_ratio,net_profit_ratio,net_profit_to_total_operate_revenue_ttm,net_non_operating_income_to_total_profit,gross_income_ratio,adjusted_profit_to_total_profit,total_profit_to_cost_ratio,total_asset_turnover_rate,accounts_payable_turnover_days,account_receivable_turnover_days,inventory_turnover_days,OperatingCycle,inventory_turnover_rate,DEGM,operating_profit_growth_rate,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,net_operate_cash_flow_to_operate_income,net_operating_cash_flow_coverage,cash_rate_of_sales,net_operate_cash_flow_to_total_liability,ACCA,current_ratio,quick_ratio,super_quick_ratio,LVGI,SGI,GMI,DSRI,SGAI,DEGM_8y,maximum_margin,margin_stability
603139.XSHG,17.43,康惠制药,医药制造业,31.585,31.2949,1.7994,17.4091,9.3477,0.056969,0.015812,0.08139,0.092049,0.005653,0.012638,0.088584,0.078776,0.134532,0.134532,0.0,0.480359,0.740346,0.19299,0.39522,83.869316,224.182392,160.871508,385.0539,2.237811,-0.123301,-0.033297,0.260683,0.016084,1.833488,3.073996,0.240162,0.4526,0.023437,10.893502,9.624942,9.135364,1.016201,1.023324,1.124552,0.974912,0.902429,,,
603156.XSHG,28.21,养元饮品,酒、饮料和精制茶制造业,10.5244,10.4864,2.5964,297.4965,180.3875,0.246699,0.060458,0.103232,0.115116,0.004059,0.01295,0.063402,0.009915,0.388887,0.388887,-0.029698,0.518008,0.613424,0.755833,0.568883,38.68934,,53.513423,,6.727284,0.057074,0.025928,0.144792,0.010323,0.752538,-1.615205,0.277055,-0.56598,-0.093127,8.816188,8.381394,7.90921,0.630879,1.052148,,2.017171,0.919495,,,
603157.XSHG,4.54,拉夏贝尔,纺织服装、服饰业,-2.0324,-15.5876,0.9348,24.8643,6.6195,-0.459963,-0.042948,0.738095,2.692293,0.425547,-1.216329,0.20278,0.054942,-0.135587,-0.135587,0.003471,0.635527,0.815731,-0.145199,1.003102,137.821083,,223.220056,,1.612758,0.048879,-3.81739,0.700314,0.005279,-1.110651,-0.774638,0.201769,0.035322,0.058371,0.715305,0.301815,0.251336,1.221564,1.130813,0.957348,0.866166,1.218435,,,
603158.XSHG,13.4,腾龙股份,汽车制造业,25.6333,24.8603,2.8572,29.0741,29.0741,0.111465,0.020473,0.378016,0.667887,0.021342,0.237502,0.251355,0.094443,0.129223,0.129223,0.0,0.326211,0.803128,0.179963,0.531493,90.279442,152.030166,151.644233,303.674399,2.373978,0.029648,-0.085514,0.04028,0.011398,1.108001,2.928199,0.1183,0.134541,0.031059,1.433215,0.9931,0.92101,1.093644,1.126498,1.115465,1.049388,0.621937,0.019875,0.836249,13.237606
603159.XSHG,11.28,上海亚虹,专用设备制造业,63.5778,36.7889,3.7583,15.792,15.792,0.059113,0.011926,0.233837,0.305205,0.00553,0.050679,0.380625,0.048953,0.04464,0.04464,0.0,0.193425,0.727033,0.051833,1.014564,50.319894,79.527673,82.953345,162.481018,4.339789,-0.094286,-0.548421,0.040037,0.002359,3.673734,2.230065,0.142441,0.12532,0.015704,2.450563,1.584897,1.567479,0.897574,1.110652,1.052936,0.915198,0.754452,,,3.404836
603160.XSHG,183.0,汇顶科技,计算机、通信和其他电子设备制造业,39.0431,112.3221,14.5798,833.9901,821.3911,0.373428,0.092933,0.249309,0.332105,0.000331,0.006156,0.039508,0.102516,0.354004,0.354004,-0.001222,0.622278,0.830748,0.82603,0.791881,57.681674,75.891536,59.627041,135.518577,6.037529,0.379293,3.017671,0.079375,0.010471,1.474066,1.410793,0.475195,0.516483,0.033064,3.39488,3.193233,3.111843,1.097456,1.010783,0.902939,1.959134,0.45902,,,
603161.XSHG,13.3,科华控股,汽车制造业,16.932000000000002,16.9645,1.3882,17.7422,9.2302,0.08199,0.009087,0.60653,1.541488,0.222936,8.867354,0.470461,0.033013,0.065916,0.065916,0.0,0.19888,0.760937,0.086001,0.489421,143.852528,178.561408,124.890349,303.451757,2.882529,-0.161198,0.08734,0.037035,0.004507,2.83649,1.49072,0.178079,0.018716,0.003952,1.039289,0.736898,0.722176,0.906755,1.500919,,1.155258,0.556115,,,
603165.XSHG,16.84,荣晟环保,造纸和纸制品业,11.8195,14.3606,2.2354,29.8661,7.4689,0.176998,0.044751,0.221815,0.285041,0.079799,0.247181,0.241004,0.043987,0.136497,0.136497,0.000589,0.147967,0.856584,0.168304,1.009089,20.33059,85.216734,9.998111,95.214845,36.006802,-0.063514,-0.072698,0.023567,0.010926,4.678429,4.152738,0.273229,0.629288,0.101985,8.082898,7.786781,6.849175,0.621854,1.026812,1.735418,1.111008,0.798119,,,
603166.XSHG,5.49,福达股份,汽车制造业,27.3467,29.1471,1.5499,32.6797,32.5018,0.056675,0.009944,0.324156,0.479632,0.052604,0.558631,0.547522,0.026885,0.084829,0.084829,0.0,0.23182,0.353789,0.104061,0.452875,95.11731,141.520263,137.024149,278.544412,2.627274,0.014093,-0.018927,0.04794,0.00838,3.724063,4.869467,0.221651,0.067739,0.017558,1.391412,0.893604,0.795308,1.030101,1.053452,1.093855,0.87345,0.591791,-0.027258,0.89958,16.990475
603167.XSHG,9.15,渤海轮渡,水上运输业,10.2658,10.7954,1.3042,43.2618,42.1792,0.127047,0.029146,0.328468,0.511288,0.147257,1.264562,0.656164,0.00307,0.26274,0.26274,0.0,0.299569,0.623607,0.439693,0.32273,14.165715,,28.62883,,12.574737,-0.067445,0.18952,0.016993,0.005082,1.60175,2.244731,0.3214,0.097029,0.016271,1.622599,1.524782,0.884113,1.14791,1.104052,1.055992,1.117599,1.017912,0.023639,0.7144,6.777251
603168.XSHG,7.95,莎普爱思,医药制造业,-15.5203,-20.2777,1.6869,25.6461,23.6387,-0.108688,-0.024093,0.077778,0.084338,0.003209,0.010015,0.386529,0.039135,-0.320616,-0.320616,0.0,0.661678,0.160709,-0.328486,0.31263,113.063766,147.477571,218.223721,365.701292,1.649683,-0.130349,-3.069444,0.485317,0.01556,-0.410451,-0.20354,0.151234,-0.021364,-0.009862,7.871365,6.990308,2.866062,0.894936,0.646979,1.07125,1.340373,1.122486,-0.015597,0.915675,18.696623
603169.XSHG,6.09,兰石重装,专用设备制造业,-4.9365,-4.2388,3.5077,64.0365,63.5599,-0.710568,-0.028456,0.813605,4.784296,0.10331,-1.335358,0.236135,0.040233,-0.45379,-0.45379,0.0,-0.049662,0.699624,-0.372972,0.260696,288.112178,515.627593,349.985182,865.612775,1.028615,-1.511632,7.381867,0.020263,0.009722,-0.164369,3.313306,0.076451,0.007562,0.003852,0.930906,0.57376,0.483548,1.209788,0.853215,-0.823005,1.319422,1.28491,,,0.88603
603177.XSHG,10.2,德创环保,生态保护和环境治理业,1811.4079,160.2448,3.9695,20.604,6.2985,0.002191,6.8e-05,0.611403,1.578889,0.013697,0.089561,0.117479,0.029595,0.001269,0.001269,0.0,0.226275,0.953053,0.000493,0.558404,227.004567,254.322145,262.903657,517.225802,1.369323,-0.072425,-1.079107,0.044479,0.002939,-5.780497,1.062749,0.040507,0.006816,0.000367,1.403923,0.869192,0.814875,1.130498,0.934051,1.068041,0.950434,0.928615,,,
603178.XSHG,10.7,圣龙股份,汽车制造业,-21.3537,56.6413,2.9343,21.5971,5.452999999999999,-0.137414,-0.01542,0.628329,1.713135,0.060363,-0.323771,0.485425,0.074997,-0.123584,-0.123584,-0.009706,0.099701,0.837229,-0.111177,0.55958,80.89461,89.759672,69.184804,158.944476,5.203455,-0.539172,-2.032919,0.03106,0.004382,-0.633578,0.432826,0.100594,-0.016338,0.024334,0.618137,0.444998,0.349219,0.979478,0.831926,1.192153,0.75818,0.706558,,,
603179.XSHG,13.76,新泉股份,汽车制造业,16.9562,11.1051,2.0623,31.3213,13.0618,0.115093,0.011327,0.629509,1.732726,0.14983,0.831771,0.283756,0.03703,0.062885,0.062885,0.0,0.209045,0.79959,0.072256,0.659495,197.9497,159.40992,112.066275,271.476195,3.212385,-0.115062,-0.506983,0.044809,0.004658,-0.766436,-2.174703,-0.046013,-0.029517,-0.026981,1.297733,0.975904,0.880912,1.030442,1.100134,1.09415,0.996266,0.600041,,,
603180.XSHG,57.59,金牌厨柜,家具制造业,17.3559,18.4164,3.7084,38.7096,10.606,0.21367,0.034127,0.479175,0.922799,0.006801,-1.263249,0.394648,0.061784,0.113689,0.113689,0.001309,0.36317,0.817863,0.155828,0.974379,107.703784,,67.071897,,5.367375,-0.088044,0.174953,0.163791,0.007585,2.180649,1.820085,0.21943,0.117535,0.02442,0.977599,0.729506,0.659956,1.024691,1.180109,1.003575,1.293889,0.821066,,,
603181.XSHG,17.0,皇马科技,化学原料和化学制品制造业,19.4398,24.1592,3.1227,47.6,23.561999999999998,0.160633,0.035282,0.245233,0.324912,0.058864,0.400252,0.471343,0.059764,0.132685,0.132685,0.0,0.212319,0.853138,0.180835,0.913752,34.903563,64.712868,35.414265,100.127133,10.165395,0.072715,0.276047,0.020764,0.004834,0.6502,0.699172,0.087031,0.092297,-0.010166,4.765163,4.04134,3.823542,1.491223,1.021482,0.969679,0.755063,0.494845,,,
603183.XSHG,11.19,建研院,专业技术服务业,30.0573,30.3203,2.6872,19.5856,11.6341,0.089401,0.021881,0.24403,0.328716,0.00193,0.009718,0.199438,0.092077,0.117442,0.117442,0.0,0.450454,0.973341,0.187089,0.574326,128.296379,207.366254,75.411502,282.777756,4.773808,-0.0298,0.124165,0.07382,0.007673,0.521376,1.668475,0.07184,0.056478,0.005182,2.652894,2.377613,2.267469,1.119406,1.114007,1.009936,1.163709,0.862764,,,
603185.XSHG,25.53,上机数控,专用设备制造业,25.0819,22.4265,2.6901,45.0349,11.2587,0.107254,0.026021,0.340783,0.516951,0.004564,0.022545,0.184236,0.01998,0.310687,0.310687,0.0,0.470782,0.699677,0.614986,0.227572,323.283065,313.781957,371.8893,685.671257,0.96803,0.012888,,0.012115,0.012929,-0.516969,-0.598342,-0.148238,-0.038918,-0.038163,2.08419,1.710186,0.884492,,,,,,,,
603186.XSHG,51.2,华正新材,计算机、通信和其他电子设备制造业,68.9209,88.2085,9.2135,66.2272,37.743,0.133846,0.010208,0.714526,2.537675,0.02101,-1.534531,0.301954,0.047777,0.049734,0.049734,0.0,0.200344,0.881618,0.055007,0.758382,139.412378,162.039082,59.472699,221.511781,6.053198,-0.024204,-0.010166,0.044993,0.005126,2.96787,1.274438,0.097773,0.023054,0.003172,0.944933,0.792871,0.763465,1.048525,1.10854,1.087645,1.106455,0.673658,,,
603187.XSHG,32.59,海容冷链,通用设备制造业,18.898,26.4842,2.5622,36.8919,9.1252,0.135579,0.028332,0.285501,0.40004,0.001108,0.003982,0.174111,0.027471,0.135155,0.135155,0.0,0.3236,0.815548,0.19798,0.717009,159.895325,118.63252,79.139881,197.772401,4.548908,0.142441,,0.100252,0.010715,0.939316,5.641733,0.144111,0.337296,0.079298,2.79682,2.420714,1.836632,,,,,,,,
603188.XSHG,7.55,ST亚邦,化学原料和化学制品制造业,-45.3815,26.9177,1.3706,43.488,43.488,-0.030202,-0.00987,0.278186,0.395687,0.029714,0.593425,0.576375,0.094528,-0.094032,-0.094032,0.0,0.433373,0.765971,-0.117927,0.353202,185.578189,83.32456,180.261374,263.585934,1.9971,-0.121764,-1.473035,0.024062,0.014759,-1.210603,-0.806498,0.147697,0.044027,0.028548,1.199964,0.796983,0.487092,2.137832,0.852291,0.912653,0.833684,1.79902,-0.056931,0.785514,11.314412
603189.XSHG,16.63,网达软件,软件和信息技术服务业,141.8894,459.3285,4.5917,36.719,36.719,0.032361,0.004687,0.145201,0.169865,0.004259,0.029405,0.147359,0.034769,0.097464,0.097464,0.0,0.428339,0.892722,0.094104,0.283819,35.339534,,59.429256,,6.057623,-0.100805,-0.29247,0.048247,0.007039,0.43181,-0.491014,0.015213,-0.031195,-0.01393,5.446312,5.237732,2.596173,2.028081,1.02638,1.216699,1.044352,0.655004,,,6.219302
603192.XSHG,28.47,汇得科技,化学原料和化学制品制造业,24.1475,26.3031,2.5768,30.368000000000002,7.5920000000000005,0.106713,0.022545,0.297236,0.422952,0.000897,0.003042,0.142232,0.023341,0.090328,0.090328,0.0,0.213403,0.837309,0.121096,0.830239,97.172842,126.772533,29.051732,155.824265,12.391688,0.152239,,0.03039,0.002426,0.430258,1.082949,0.041707,0.077776,0.001118,2.808942,2.630661,2.550535,,,,,,,,
603196.XSHG,9.52,日播时尚,纺织服装、服饰业,136.914,59.5554,2.4826,22.848000000000003,6.2261,0.018133,0.000301,0.232183,0.296419,0.010529,0.046854,0.169335,0.082594,0.003185,0.003185,-4.330141,0.567529,0.87002,0.001378,0.962101,93.876639,,239.883551,,1.500728,-0.076628,-0.982199,0.366492,0.007869,-18.060418,5.223816,0.129049,0.296795,0.057911,3.088304,1.777356,1.690493,1.511395,1.054646,1.003236,0.967733,1.076268,,,
603197.XSHG,24.81,保隆科技,汽车制造业,26.9559,26.6053,3.9578,41.2039,24.4135,0.146826,0.014196,0.642739,2.26063,0.193579,1.140162,0.250858,0.066804,0.050402,0.050402,-0.033544,0.312131,0.751082,0.07936,0.8138,74.689777,91.651878,117.271729,208.923607,3.069794,-0.073747,-0.340904,0.085681,0.004522,1.307749,0.171659,0.074915,0.004695,-0.015682,1.635807,1.146424,1.088574,1.68756,1.107684,1.074109,1.034717,0.748787,,,
603198.XSHG,22.0,迎驾贡酒,酒、饮料和精制茶制造业,19.9764,22.601999999999997,3.9858,176.0,176.0,0.199527,0.048514,0.253146,0.340166,0.003935,0.026865,0.281593,0.02003,0.238244,0.238244,0.0,0.624682,0.688956,0.575856,0.623671,123.398456,36.350269,665.044586,701.394855,0.541317,0.028521,0.192527,0.128171,0.151811,0.700248,1.450756,0.204462,0.150332,0.011056,2.806574,1.015496,0.998321,1.079347,1.111656,0.995284,0.719139,0.981313,0.027143,0.960462,25.355157
603199.XSHG,24.29,九华旅游,公共设施管理业,22.5821,29.1946,2.2602,26.8842,26.8842,0.100089,0.029692,0.158073,0.187752,0.008005,0.076318,0.504099,0.06807,0.220623,0.220623,0.0,0.497458,0.652091,0.422988,0.381952,59.502733,,11.497019,,31.312466,0.091312,0.357373,0.063,0.01649,1.401082,2.149663,0.39563,0.256233,0.021204,2.40991,2.366958,0.728755,1.119951,1.087357,0.982252,0.828461,1.015232,-0.00416,0.952064,23.497701
603200.XSHG,21.82,上海洗霸,生态保护和环境治理业,30.3304,27.605,2.7998,22.1059,7.5998,0.09231,0.021431,0.212816,0.281733,0.000896,0.003104,0.042855,0.034677,0.13795,0.13795,0.0,0.337169,0.89973,0.20381,0.500386,127.012666,233.687238,67.351856,301.039094,5.345064,-0.187802,0.075049,0.031448,0.004625,-0.410541,-0.30147,-0.052709,-0.014759,-0.013841,3.896925,3.602727,3.0887,1.781305,1.374535,1.107901,1.035266,0.744753,,,
603203.XSHG,21.01,快克股份,专用设备制造业,19.5025,21.0479,3.5533,33.0654,11.1362,0.182195,0.045451,0.163085,0.194865,0.004517,0.01908,0.124398,0.012789,0.374517,0.374517,0.000163,0.541331,0.744013,0.783606,0.407141,98.397906,77.144089,114.350942,191.495031,3.148203,-0.031867,0.120093,0.07374,0.014131,1.178493,0.943114,0.421801,0.243086,-0.002356,5.727499,5.330972,5.323429,0.860876,1.194974,1.056797,1.172782,0.711877,,,
603208.XSHG,47.3,江山欧派,家具制造业,17.0214,25.0331,3.1066,38.226,14.575999999999999,0.182511,0.02873,0.488285,1.011339,0.056253,0.386099,0.282288,0.066057,0.128249,0.128249,0.0,0.322181,0.652562,0.177036,0.689429,135.113914,142.762034,125.967469,268.729503,2.857881,-0.059004,0.413274,0.104331,0.00872,1.123497,2.221737,0.128731,0.175483,0.042886,1.580507,1.170573,1.109842,1.221874,1.270501,1.006058,1.110665,0.814685,,,
603214.XSHG,46.15,爱婴室,零售业,33.2632,39.2582,4.9329,47.1072,25.4761,0.14945,0.033501,0.374297,0.630245,0.0,0.0,0.049907,0.027017,0.065164,0.065164,0.0,0.30279,0.601814,0.091813,1.476678,60.740463,,125.819801,,2.861235,0.108228,,0.193173,0.003987,0.365268,0.875177,0.026753,0.036604,-0.003599,2.260904,1.29956,1.106068,,,,,,,,
603217.XSHG,47.92,元利科技,化学原料和化学制品制造业,26.9294,18.0627,2.0371,43.6264,10.9066,0.073804,,0.103345,0.115256,0.003433,0.011403,0.289077,0.031414,,,,,0.539685,,,90.076721,,147.255763,,2.444726,,,,,,2.38794,,0.33146,0.020355,6.684891,5.907268,5.583107,,,,,,,,
603218.XSHG,18.31,日月股份,通用设备制造业,22.8394,34.6776,3.0252,97.2896,23.6671,0.132457,0.026987,0.34889,0.53584,0.006074,0.032598,0.227642,0.032122,0.13591,0.13591,0.0,0.236574,0.844868,0.191317,0.634571,142.960451,214.791912,69.500081,284.291993,5.17985,0.084269,0.713892,0.014601,0.004694,0.881565,0.873965,0.130279,0.065858,-0.004123,2.096252,1.818607,1.800842,1.039348,1.283468,1.134528,0.910651,0.483,,,
603220.XSHG,24.49,中贝通信,软件和信息技术服务业,54.6578,56.6717,5.3664,82.7174,20.6794,0.098182,0.014658,0.487816,0.953775,0.000375,0.002587,0.048485,0.006139,0.08064,0.08064,0.0,0.204732,0.854174,0.107221,0.622453,202.28568,307.911883,76.148898,384.060781,4.72758,-0.049708,,0.030959,0.005082,0.157383,-0.152938,0.013344,-0.003656,-0.013583,1.81679,1.601689,1.592522,,,,,,,,
603222.XSHG,50.24,济民制药,医药制造业,441.3175,501.4157,19.0514,160.768,160.768,0.043169,0.006307,0.495737,1.221024,0.022212,-156.382214,0.488701,0.176098,0.059071,0.059071,-0.022037,0.415677,0.563429,0.080135,0.354438,139.364433,110.460333,82.555435,193.015768,4.360706,-0.080074,-0.365217,0.191521,0.012594,-1.736673,1.817474,0.206368,0.029677,0.005412,0.996489,0.848084,0.788316,1.235929,1.157461,1.08384,1.02299,0.964215,-0.034373,0.925822,19.62185
603223.XSHG,6.57,恒通股份,道路运输业,-376.5081,39.3953,1.8111,18.5432,18.5432,-0.00481,0.000434,0.360536,0.603014,0.008991,0.087082,0.339197,0.102655,0.0,0.0,0.0,0.015568,0.713195,0.000412,4.228125,19.147475,19.954256,1.567421,21.521677,229.676665,-0.707915,-0.966045,0.002718,0.001859,0.624089,0.66186,-0.003548,-0.011271,0.002736,1.321689,1.270016,0.792433,0.821299,1.476655,2.039414,1.98575,0.645442,-0.265031,0.126662,1.921498
603225.XSHG,11.54,新凤鸣,化学纤维制造业,12.8149,9.6601,1.5599,137.4682,19.2306,0.116282,0.014875,0.55762,1.260498,0.227106,-1.756377,0.697032,0.032342,0.031878,0.031878,-0.000507,0.074926,0.788868,0.035832,1.613689,19.536341,10.746808,16.700151,27.446959,21.556691,-0.392681,-0.570761,0.0039,0.001365,0.729241,0.41953,0.021429,0.018675,-0.015087,0.696951,0.506664,0.321746,1.279526,1.422217,1.35808,2.242072,0.297175,,,
603226.XSHG,30.79,菲林格尔,木材加工和木、竹、藤、棕、草制品业,46.1843,47.1525,5.3269,46.5948,12.1792,0.115339,0.028343,0.202924,0.254586,0.001169,0.010069,0.244441,0.051282,0.129391,0.129391,0.0,0.274981,0.706174,0.183097,0.710512,39.541059,,88.235701,,4.079981,-0.119758,0.078687,0.066525,0.002641,0.922128,1.819303,0.113836,0.316228,0.02787,3.492258,2.854445,0.882276,0.875932,1.048328,1.055758,0.688859,0.729235,,,
603227.XSHG,4.18,雪峰科技,化学原料和化学制品制造业,28.1684,53.178999999999995,2.1917,27.5337,27.5337,0.077807,0.013633,0.532655,1.429512,0.15249,1.185859,0.353129,0.087958,0.056049,0.056049,0.0,0.182412,0.561509,0.084732,0.658748,108.335928,95.933885,31.841408,127.775293,11.306033,0.003606,0.409218,0.015542,0.007336,0.307279,0.82095,0.020074,0.032935,-0.011957,1.321241,1.197739,0.963312,1.06788,1.59747,1.340111,0.781829,0.614255,-0.125777,0.383135,4.183517
603228.XSHG,43.96,景旺电子,计算机、通信和其他电子设备制造业,32.9003,32.9907,5.093,264.8026,61.7615,0.154801,0.027147,0.340567,0.538338,0.005278,0.05572,0.321743,0.031076,0.12825,0.12825,0.0,0.280522,0.910931,0.180921,0.715279,131.785337,135.856552,70.098322,205.954874,5.135644,-0.140031,-0.063479,0.032759,0.006421,1.289963,1.099219,0.169036,0.080278,0.00474,1.948489,1.638703,1.480471,1.3542,1.189298,1.023107,1.059849,0.677939,,,
603229.XSHG,14.58,奥翔药业,医药制造业,37.7446,53.1825,3.6503,23.328000000000003,7.8703,0.096709,0.021001,0.242347,0.319865,0.003968,0.025169,0.28534,0.042128,0.210893,0.210893,0.0,0.50578,0.8519,0.364139,0.347437,243.014291,,459.867586,,0.782834,0.005664,0.133675,0.028124,0.00948,1.378849,1.967056,0.266746,0.185158,0.020973,2.892185,1.943995,1.763864,1.069853,1.015391,1.352716,0.928131,0.650182,,,
603232.XSHG,30.73,格尔软件,软件和信息技术服务业,67.6924,51.9021,6.2911,37.2657,22.3288,0.092936,0.019336,0.151102,0.178273,0.000537,0.004643,0.098303,0.08346,0.180168,0.180168,0.0,0.623089,1.741476,0.256927,0.435373,107.417834,327.218333,149.419545,476.637878,2.409323,0.055238,-0.30942,0.112324,0.005889,1.468108,0.156449,0.138156,-0.019559,0.015845,5.161752,4.702292,4.46991,1.078279,1.135952,1.008765,1.073216,0.61758,,,
603233.XSHG,56.68,大参林,零售业,43.7423,55.441,8.7887,294.7434,47.2692,0.191816,0.031493,0.547486,1.23274,0.028491,0.500273,0.131061,0.134378,0.062992,0.062992,0.0,0.402336,0.695924,0.094794,1.340258,118.596405,11.228447,112.455402,123.683849,3.201269,-0.02653,0.309171,0.265188,0.005827,1.68612,2.910562,0.137878,0.11793,0.042465,1.49851,0.927494,0.892861,1.017626,1.19378,0.966693,0.940934,1.071118,,,
603236.XSHG,146.0,移远通信,计算机、通信和其他电子设备制造业,79.5942,72.1404,7.853,130.2028,32.558,0.060288,,0.393795,0.649608,0.0,0.0,0.047329,0.019414,,,,,0.899777,,,140.482954,,333.879545,,1.078233,,,,,,-18.936489,,-0.266928,-0.112315,2.309378,1.538993,1.129742,,,,,,,,
603238.XSHG,18.03,诺邦股份,纺织业,26.638,39.1575,2.4812,21.636,5.409,0.093146,0.019971,0.361407,0.653778,0.007609,0.236999,0.43871,0.158589,0.100808,0.100808,0.0,0.263383,0.63055,0.133582,0.673323,114.819267,61.381497,76.506962,137.888459,4.705454,0.058995,0.352462,0.071315,0.005606,1.942813,1.951506,0.201337,0.096131,0.010743,1.126462,0.826067,0.790088,1.033891,1.514434,1.05573,0.990725,0.745234,,,
603239.XSHG,9.72,浙江仙通,汽车制造业,37.1942,21.4959,2.7365,26.314,8.818,0.073574,0.018286,0.150858,0.17766,0.003147,0.014982,0.32419,0.025388,0.116674,0.116674,0.0,0.362911,0.786847,0.175097,0.535464,91.559338,201.578516,96.35843,297.936946,3.736051,-0.115251,-0.53209,0.084362,0.009157,3.58118,6.040512,0.39477,0.59398,0.074407,4.411258,3.775054,2.501695,0.890678,0.962255,1.106759,0.76174,0.774679,,,
603256.XSHG,14.93,宏和科技,非金属矿物制品业,111.427,77.1893,9.3465,131.0555,13.1085,0.077058,0.0,0.255617,0.343395,0.000289,0.004683,0.177223,0.05589,,,,,0.785909,,,66.461793,,121.29208,,2.968042,,,,,,1.795662,,0.075961,0.007417,2.694393,2.469934,2.434208,,,,,,,,
603258.XSHG,21.51,电魂网络,互联网和相关服务,28.7398,40.4262,2.8894,52.4222,51.623999999999995,0.100537,0.023022,0.230409,0.303223,0.000897,0.005035,0.162797,0.111312,0.291123,0.291123,0.01116,0.831281,0.890964,0.604391,0.256921,269.029503,,1.239977,,290.327993,-0.012766,0.5595,0.219514,0.01034,1.7844,2.50977,0.436148,0.256476,0.034894,2.714119,2.713465,2.685968,0.727779,0.898094,1.105569,1.030022,0.758383,,,
603259.XSHG,94.46,药明康德,研究和试验发展,73.7606,68.4344,8.984,1546.9761,950.3399,0.1218,0.02594,0.367485,0.58413,0.028001,0.664888,0.217644,0.074317,0.181516,0.181516,0.036924,0.38784,0.834318,0.280308,0.437373,21.802325,,62.061917,,5.800659,-0.062809,,0.034921,0.002187,1.095667,1.121394,0.208529,0.078978,0.001523,2.196479,1.970956,1.822385,,,,,,,,
603260.XSHG,28.04,合盛硅业,化学原料和化学制品制造业,18.5222,9.3761,3.1875,263.0152,102.3961,0.17209,0.025746,0.493798,0.987973,0.063182,-0.765625,0.706967,0.038328,0.155741,0.155741,0.0,0.302782,0.782329,0.230355,0.555974,129.762508,28.337008,136.434373,164.771381,2.638631,-0.285971,-0.493269,0.048845,0.026494,0.566387,1.159121,0.091858,0.029456,0.001845,0.636761,0.256518,0.098635,0.814415,1.593719,0.948059,1.207455,0.737279,,,
603266.XSHG,11.36,天龙股份,橡胶和塑料制品业,36.4217,33.5932,2.5664,22.5658,5.5664,0.070462,0.016857,0.204677,0.257794,0.003962,0.01496,0.211873,0.005622,0.071794,0.071794,0.0,0.255736,0.789896,0.094494,0.811393,78.355412,128.203853,104.218163,232.422016,3.454292,0.003332,-0.083487,0.042085,0.006908,2.013743,1.792838,0.137786,0.174238,0.015563,3.756072,2.866714,2.782698,1.041761,1.08131,1.076597,1.031937,0.733444,,,
603267.XSHG,47.6,鸿远电子,计算机、通信和其他电子设备制造业,30.1563,36.0418,3.8742,78.7018,19.6778,0.155761,0.0,0.129907,0.149302,0.005989,0.026129,0.086227,0.010801,,,,,0.780756,,,54.751947,,225.826502,,1.594144,,,,,,-0.650384,,-0.128893,-0.042444,8.093027,7.220534,5.124496,,,,,,,,
603268.XSHG,15.7,松发股份,非金属矿物制品业,62.6109,51.8116,3.034,19.4945,19.4945,0.048457,0.010266,0.421076,0.807531,0.084514,1.193323,0.215087,0.296182,0.080193,0.080193,0.0,0.362226,0.645358,0.101053,0.480153,61.658132,92.031375,192.890187,284.921562,1.866347,-0.045262,-0.296157,0.078652,0.013273,2.717944,4.121917,0.20071,0.124577,0.035456,1.44499,0.848404,0.665534,0.985339,1.040393,0.894783,0.922015,0.956169,0.033017,0.782015,11.100612
603269.XSHG,14.55,海鸥股份,通用设备制造业,39.7065,40.1018,2.0137,13.3089,8.5983,0.050715,0.008714,0.562544,1.298358,0.0416,0.13876,0.101593,0.04542,0.053252,0.053252,0.0,0.29646,0.629346,0.087957,0.421578,165.009421,388.747394,364.556989,753.304383,0.9875,-0.081034,-0.030158,0.088179,0.006555,-1.483598,0.039638,-0.092207,0.00028,-0.004442,1.520173,0.947719,0.836967,1.102815,1.067963,1.045191,1.107483,0.848584,,,
603277.XSHG,9.44,银都股份,通用设备制造业,13.7707,15.5832,1.9971,38.7007,14.7638,0.145021,0.034683,0.252359,0.33754,0.01157,0.032866,0.160904,0.047329,0.168463,0.168463,0.019923,0.439984,0.815842,0.255727,0.643609,63.927257,,181.95932,,1.978464,0.049089,0.361337,0.159735,0.009702,0.827707,1.919987,0.139229,0.235515,0.027834,3.263896,2.488284,0.638912,1.389427,1.092579,1.016976,1.15022,0.912746,,,
603278.XSHG,10.14,大业股份,金属制品业,17.1232,14.3156,1.8485,29.3987,12.1553,0.101534,0.013381,0.572287,1.338015,0.14482,0.850739,0.335717,0.041754,0.064783,0.064783,0.0,0.136272,0.886157,0.079276,0.670354,195.096883,143.765941,71.109317,214.875258,5.062628,-0.143802,0.079625,0.028563,0.003102,0.543259,1.41555,0.030565,0.00984,0.001632,1.331623,1.075397,0.975157,1.014367,1.294065,1.059219,0.827009,0.696799,,,
